time_s,mission_id,mission_type,phase,random_seed,model_version,altitude_ft,altitude_m,ambient_temperature_C,ambient_pressure_hPa,throttle_pct,rpm,power_kW,torque_Nm,fuelflow_kgh,p_plenum_bar,t_plenum_K,coolant_temp_C,EGT1_C,EGT2_C,EGT3_C,EGT4_C,EGT_mean_C,EGT_max_C,EGT_min_C,EGT_spread_C,oil_pressure_bar,oil_temperature_C,battery_voltage_V,battery_soc_pct,generator_A_current_A,generator_B_current_A,generator_voltage_V,generator_power_W,generator_switch_ready,generator_switch_latched,generator_switch_threshold_rpm,generator_switch_hold_time_s,generator_time_above_threshold_s,vibration_amplitude,vibration_frequency_Hz,vibration_1x,vibration_2x,vibration_3x,engine_state_valid,outside_calibrated_envelope,extrapolation_used,health_state_valid,mission_generated_values,stage3_values,stage3_validation_status,stage3_ambient_source,stage4_production_source,ambient_source
0.0,rapid_throttle_42,RAPID_THROTTLE,TAKEOFF,42,stage5_mission_generator,287.69915169089757,87.69070143538558,14.430355679652022,1002.7597304787322,100.0,5800.0,104.39673141950094,171.88195704879882,33.93469056786227,1.51980662094225,292.20917482696666,85.65551020241288,588.3597788712427,634.1231945310475,679.8866101908524,725.6500258506571,657.0049023609499,725.6500258506571,588.3597788712427,137.2902469794144,4.253760911211738,80.04881152961,14.5,91.0,44.0,42.0,14.5,420.0,True,False,2400.0,8.0,0.0,0.3608850916989526,96.66666666666667,0.3608850916989526,0.21653105501937156,0.14435403667958105,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
10.0,rapid_throttle_42,RAPID_THROTTLE,TAKEOFF,42,stage5_mission_generator,289.79007801868,88.32801578009366,14.426215645523014,1002.6838130141603,97.77961416099086,5736.560404599739,92.35853492284781,153.74352921911537,28.40986623989916,1.3614066246210217,292.20710492167865,82.31594737406257,560.6479520088919,603.8943422002895,647.140732391687,690.3871225830846,625.5175372959883,690.3871225830846,560.6479520088919,129.7391705741927,4.109202021069526,78.24373107864417,14.5,91.0,43.57706936399826,41.57706936399826,14.488804777282306,420.0,True,True,2400.0,8.0,10.0,0.35573732009705455,95.60934007666232,0.35573732009705455,0.21344239205823273,0.14229492803882182,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
20.0,rapid_throttle_42,RAPID_THROTTLE,TAKEOFF,42,stage5_mission_generator,294.2666665245714,89.69247995668937,14.41735200028135,1002.5212924484812,88.56509577562035,5473.2884507320105,55.15480277333522,96.22909052557827,16.28950910933072,0.9266132711273449,291.67286096863813,72.27737228629594,473.36292501089866,508.9650509026637,544.5671767944287,580.1693026861938,526.7661138485462,580.1693026861938,473.36292501089866,106.8063776752951,3.6396049549167393,72.66456078928952,14.5,91.0,41.78630760585608,39.78630760585608,14.442345020717413,420.0,True,True,2400.0,8.0,20.0,0.33680365700167103,91.22147417886684,0.33680365700167103,0.20208219420100262,0.1347214628006684,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
30.0,rapid_throttle_42,RAPID_THROTTLE,CLIMB,42,stage5_mission_generator,294.97688441726996,89.90895437038388,14.415945768853806,1002.4955102626268,77.48532041247681,5156.72344035648,34.218756501260685,63.366798393870255,11.066137133614331,0.7066703127337883,291.44451820560374,66.75567583291524,420.9017645033688,452.2491390200149,483.59651353666095,514.9438880533071,467.92282627833794,514.9438880533071,420.9017645033688,94.04212354993831,3.2891001759502365,69.52437430011221,14.5,91.0,39.25378752285184,37.25378752285184,14.386480607121731,420.0,True,True,2400.0,8.0,30.0,0.3185704131972341,85.945390672608,0.3185704131972341,0.19114224791834047,0.12742816527889364,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
40.0,rapid_throttle_42,RAPID_THROTTLE,CLIMB,42,stage5_mission_generator,298.4023691827845,90.95304212691273,14.409163309018087,1002.3711665491198,72.22861951058367,5006.5319860166765,27.366216093982942,52.19743220149107,9.368104629623417,0.6378979719353784,291.4678892014567,64.96540086844377,402.8462372567128,432.8046403102057,462.7630433636985,492.7214464171914,447.7838418369521,492.7214464171914,402.8462372567128,89.87520916047856,3.149589801456269,68.49755650949179,14.5,91.0,38.05225588813341,36.05225588813341,14.359976232826472,420.0,True,True,2400.0,8.0,40.0,0.31050655196008053,83.44219976694461,0.31050655196008053,0.18630393117604832,0.12420262078403221,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
50.0,rapid_throttle_42,RAPID_THROTTLE,CLIMB,42,stage5_mission_generator,307.7837541680802,93.81248827043085,14.390588166747202,1002.0306899978453,72.15096207563957,5006.0384830255825,27.251403926576867,51.98356731553432,9.340824775766004,0.636552529822809,291.4497281620099,64.93563160610404,402.5757778668139,432.51061289241784,462.44544791802184,492.3802829436258,447.47803040521984,492.3802829436258,402.5757778668139,89.80450507681189,3.1483150944153726,68.4832466662803,14.5,91.0,38.04830786420466,36.04830786420466,14.359889144063338,420.0,True,True,2400.0,8.0,50.0,0.3104624753412135,83.43397471709304,0.3104624753412135,0.18627748520472812,0.12418499013648542,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
60.0,rapid_throttle_42,RAPID_THROTTLE,CLIMB,42,stage5_mission_generator,320.21678625726327,97.60207645121385,14.365970763210619,1001.5796049861631,74.26412774343365,5090.565109737346,29.89784138074656,56.08480560739255,10.022336103088811,0.6619314269142975,291.40862343175263,65.62274233293432,410.06235596295625,440.5332139600962,471.0040719572362,501.47492995437614,455.7686429586662,501.47492995437614,410.06235596295625,91.41257399141989,3.2164766316427587,68.88407149756624,14.5,91.0,38.72452087789877,36.72452087789877,14.374805607600708,420.0,True,True,2400.0,8.0,60.0,0.31477025686784654,84.84275182895576,0.31477025686784654,0.18886215412070792,0.12590810274713862,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
70.0,rapid_throttle_42,RAPID_THROTTLE,CLIMB,42,stage5_mission_generator,330.54852191070484,100.75118947838284,14.345513926616805,1001.2048825836845,78.57040180937406,5262.8160723749625,35.31003887991144,64.06950747912654,11.410594619183374,0.71466033088738,291.36422552809154,67.03023127636888,425.3776728245099,456.9468173737455,488.515961922981,520.0851064722166,472.73138964836323,520.0851064722166,425.3776728245099,94.7074336477067,3.3557489630356465,69.6991080931878,14.5,91.0,40.1025285789997,38.1025285789997,14.405202836301465,420.0,True,True,2400.0,8.0,70.0,0.32355244494828506,87.71360120624938,0.32355244494828506,0.19413146696897102,0.12942097797931404,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
80.0,rapid_throttle_42,RAPID_THROTTLE,CLIMB,42,stage5_mission_generator,335.1380408310198,102.15007484529484,14.336426679154581,1001.0384614376679,82.68745110246458,5427.498044098583,41.426365118299174,72.88674150782128,12.876732169717386,0.7722167943329299,291.39423009895387,68.60941501279213,442.12913942923876,474.93121496266957,507.73329049610044,540.5353660295312,491.332252729385,540.5353660295312,442.12913942923876,98.40622660029248,3.4961277640207418,70.61798161561883,14.5,91.0,41.41998435278866,39.41998435278866,14.43426436072328,420.0,True,True,2400.0,8.0,80.0,0.33212814819744557,90.45830073497638,0.33212814819744557,0.19927688891846734,0.13285125927897823,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
90.0,rapid_throttle_42,RAPID_THROTTLE,CRUISE,42,stage5_mission_generator,335.48233709392395,102.25501634622802,14.33574497255403,1001.0259777691032,84.4313435795862,5497.253743183448,44.02414226951234,76.47447454571598,13.500240147144279,0.7964575248882328,291.4075224454712,69.2788697975053,449.2407140848284,482.56590204969484,515.8910900145613,549.2162779794277,499.2284960321281,549.2162779794277,449.2407140848284,99.97556389459925,3.555593511782861,71.00775505786082,14.5,91.0,41.97802994546758,39.97802994546758,14.44657418997355,420.0,True,True,2400.0,8.0,90.0,0.3357619693517337,91.62089571972413,0.3357619693517337,0.2014571816110402,0.1343047877406935,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
100.0,rapid_throttle_42,RAPID_THROTTLE,CRUISE,42,stage5_mission_generator,335.48233709392395,102.25501634622802,14.33574497255403,1001.0259777691032,84.58654639025768,5501.675091424342,44.37159578733507,77.01609439028078,13.58691489139765,0.8003367112424851,291.412020957519,69.37169118918165,450.09485813697756,483.49116552740185,516.8874729178261,550.2837803082504,500.18931922261396,550.2837803082504,450.09485813697756,100.1889221712728,3.56101178233811,71.05987308553422,14.5,91.0,42.01116727616228,40.01116727616228,14.447354427898414,420.0,True,True,2400.0,8.0,100.0,0.33602711164501636,91.69458485707237,0.33602711164501636,0.20161626698700982,0.13441084465800654,True,False,False,True,python_mission_generator,csv_authoritative,validated_csv,explicit_input,calibrated_csv,python_generated_isa_plus_offset
